S58.922D	amputation traumatique partielle de l'avant-bras gauche, niveau non spécifié, contact subséquent
S82.046H	fracture comminutive d'une rotule non spécifiée sans déplacement, contact subséquent pour une fracture ouverte type I ou II avec une consolidation retardée
S82.046J	fracture comminutive d'une rotule non spécifiée sans déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation retardée
S82.046K	fracture comminutive d'une rotule non spécifiée sans déplacement, contact subséquent pour une fracture fermée avec pseudarthrose
S82.046M	fracture comminutive d'une rotule non spécifiée sans déplacement, contact subséquent pour une fracture ouverte type I ou II avec pseudarthrose
S82.046N	fracture comminutive d'une rotule non spécifiée sans déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec pseudarthrose
S82.046P	fracture comminutive d'une rotule non spécifiée sans déplacement, contact subséquent pour une fracture fermée avec cal vicieux
S82.046Q	fracture comminutive d'une rotule non spécifiée sans déplacement, contact subséquent pour une fracture ouverte type I ou II avec cal vicieux
S82.046R	fracture comminutive d'une rotule non spécifiée sans déplacement, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec cal vicieux
S82.046S	fracture comminutive d'une rotule non spécifiée sans déplacement, séquelle
S82.091A	autre fracture de la rotule droite, contact initial pour une fracture fermée
S82.091B	autre fracture de la rotule droite, contact initial pour une fracture ouverte type I ou II
S82.091C	autre fracture de la rotule droite, contact initial pour une fracture ouverte type IIIA, IIIB, ou IIIC
S82.091D	autre fracture de la rotule droite, contact subséquent pour une fracture fermée avec une consolidation normale
S82.091E	autre fracture de la rotule droite, contact subséquent pour une fracture ouverte type I ou II avec une consolidation normale
S82.091F	autre fracture de la rotule droite, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation normale
S82.091G	autre fracture de la rotule droite, contact subséquent pour une fracture fermée avec une consolidation retardée
S82.091H	autre fracture de la rotule droite, contact subséquent pour une fracture ouverte type I ou II avec une consolidation retardée
S82.091J	autre fracture de la rotule droite, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation retardée
S82.091K	autre fracture de la rotule droite, contact subséquent pour une fracture fermée avec pseudarthrose
S82.091M	autre fracture de la rotule droite, contact subséquent pour une fracture ouverte type I ou II avec pseudarthrose
S82.091N	autre fracture de la rotule droite, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec pseudarthrose
S82.091P	autre fracture de la rotule droite, contact subséquent pour une fracture fermée avec cal vicieux
S82.091Q	autre fracture de la rotule droite, contact subséquent pour une fracture ouverte type I ou II avec cal vicieux
S82.091R	autre fracture de la rotule droite, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec cal vicieux
S82.091S	autre fracture de la rotule droite, séquelle
S82.092A	autre fracture de la rotule gauche, contact initial pour une fracture fermée
S82.092B	autre fracture de la rotule gauche, contact initial pour une fracture ouverte type I ou II
S82.092C	autre fracture de la rotule gauche, contact initial pour une fracture ouverte type IIIA, IIIB, ou IIIC
S82.092D	autre fracture de la rotule gauche, contact subséquent pour une fracture fermée avec une consolidation normale
S82.092E	autre fracture de la rotule gauche, contact subséquent pour une fracture ouverte type I ou II avec une consolidation normale
S82.092F	autre fracture de la rotule gauche, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation normale
S82.092G	autre fracture de la rotule gauche, contact subséquent pour une fracture fermée avec une consolidation retardée
S82.092H	autre fracture de la rotule gauche, contact subséquent pour une fracture ouverte type I ou II avec une consolidation retardée
S82.092J	autre fracture de la rotule gauche, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation retardée
S82.092K	autre fracture de la rotule gauche, contact subséquent pour une fracture fermée avec pseudarthrose
S82.092M	autre fracture de la rotule gauche, contact subséquent pour une fracture ouverte type I ou II avec pseudarthrose
S82.092N	autre fracture de la rotule gauche, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec pseudarthrose
S82.092P	autre fracture de la rotule gauche, contact subséquent pour une fracture fermée avec cal vicieux
S82.092Q	autre fracture de la rotule gauche, contact subséquent pour une fracture ouverte type I ou II avec cal vicieux
S82.092R	autre fracture de la rotule gauche, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec cal vicieux
S82.092S	autre fracture de la rotule gauche, séquelle
S82.099A	autre fracture d'une rotule non spécifiée, contact initial pour une fracture fermée
S82.099B	autre fracture d'une rotule non spécifiée, contact initial pour une fracture ouverte type I ou II
S82.099C	autre fracture d'une rotule non spécifiée, contact initial pour une fracture ouverte type IIIA, IIIB, ou IIIC
S82.099D	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture fermée avec une consolidation normale
S82.099E	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture ouverte type I ou II avec une consolidation normale
S82.099F	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation normale
S82.099G	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture fermée avec une consolidation retardée
S82.099H	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture ouverte type I ou II avec une consolidation retardée
S82.099J	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation retardée
S82.099K	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture fermée avec pseudarthrose
S82.099M	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture ouverte type I ou II avec pseudarthrose
S82.099N	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec pseudarthrose
S82.099P	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture fermée avec cal vicieux
S82.099Q	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture ouverte type I ou II avec cal vicieux
S82.099R	autre fracture d'une rotule non spécifiée, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec cal vicieux
S82.099S	autre fracture d'une rotule non spécifiée, séquelle
S82.101A	fracture non spécifiée de l'extrémité proximale du tibia droit, contact initial pour une fracture fermée
S82.101B	fracture non spécifiée de l'extrémité proximale du tibia droit, contact initial pour une fracture ouverte type I ou II
S82.101C	fracture non spécifiée de l'extrémité proximale du tibia droit, contact initial pour une fracture ouverte type IIIA, IIIB, ou IIIC
S82.101D	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture fermée avec une consolidation normale
S82.101E	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture ouverte type I ou II avec une consolidation normale
S82.101F	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation normale
S82.101G	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture fermée avec une consolidation retardée
S82.101H	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture ouverte type I ou II avec une consolidation retardée
S82.101J	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec une consolidation retardée
S82.101K	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture fermée avec pseudarthrose
S82.101M	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture ouverte type I ou II avec pseudarthrose
S82.101N	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec pseudarthrose
S82.101P	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture fermée avec cal vicieux
S82.101Q	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture ouverte type I ou II avec cal vicieux
S82.101R	fracture non spécifiée de l'extrémité proximale du tibia droit, contact subséquent pour une fracture ouverte type IIIA, IIIB, ou IIIC avec cal vicieux
S82.101S	fracture non spécifiée de l'extrémité proximale du tibia droit, séquelle
